LGROUP,MGROUP,SGROUP,DGROUP,LGROUP_NAME,MGROUP_NAME,SGROUP_NAME,DGROUP_NAME,LMSD_CODE
70,02,01,02,"식품","신선식품/가공식품","간편/즉석식품","기타 간편/즉석식품",70020102
70,02,01,03,"식품","신선식품/가공식품","간편/즉석식품","덮밥/덮밥소스",70020103
70,02,01,04,"식품","신선식품/가공식품","간편/즉석식품","만두/딤섬",70020104
70,02,01,05,"식품","신선식품/가공식품","간편/즉석식품","분말짜장/카레",70020105
70,02,01,06,"식품","신선식품/가공식품","간편/즉석식품","샐러드",70020106
70,02,01,07,"식품","신선식품/가공식품","간편/즉석식품","스프",70020107
70,02,01,08,"식품","신선식품/가공식품","간편/즉석식품","시리얼",70020108
70,02,01,09,"식품","신선식품/가공식품","간편/즉석식품","죽",70020109
70,02,01,10,"식품","신선식품/가공식품","간편/즉석식품","즉석국",70020110
70,02,01,11,"식품","신선식품/가공식품","간편/즉석식품","즉석밥",70020111
70,02,01,12,"식품","신선식품/가공식품","간편/즉석식품","즉석짜장/카레",70020112
70,02,01,13,"식품","신선식품/가공식품","간편/즉석식품","피자/햄버거",70020113
70,02,01,14,"식품","신선식품/가공식품","간편/즉석식품","핫도그",70020114
70,02,02,01,"식품","신선식품/가공식품","건어물/김/해초류","건새우",70020201
70,02,02,02,"식품","신선식품/가공식품","건어물/김/해초류","건어물 세트",70020202
70,02,02,03,"식품","신선식품/가공식품","건어물/김/해초류","과메기",70020203
70,02,02,04,"식품","신선식품/가공식품","건어물/김/해초류","기타 건어물",70020204
70,02,02,05,"식품","신선식품/가공식품","건어물/김/해초류","기타 해초류",70020205
70,02,02,06,"식품","신선식품/가공식품","건어물/김/해초류","김",70020206
70,02,02,07,"식품","신선식품/가공식품","건어물/김/해초류","노가리",70020207
70,02,02,08,"식품","신선식품/가공식품","건어물/김/해초류","다시마",70020208
70,02,02,09,"식품","신선식품/가공식품","건어물/김/해초류","마른오징어",70020209
70,02,02,10,"식품","신선식품/가공식품","건어물/김/해초류","매생이",70020210
70,02,02,11,"식품","신선식품/가공식품","건어물/김/해초류","멸치",70020211
70,02,02,12,"식품","신선식품/가공식품","건어물/김/해초류","명태",70020212
70,02,02,13,"식품","신선식품/가공식품","건어물/김/해초류","미역",70020213
70,02,02,14,"식품","신선식품/가공식품","건어물/김/해초류","북어",70020214
70,02,02,15,"식품","신선식품/가공식품","건어물/김/해초류","오징어채/진미채",70020215
70,02,02,16,"식품","신선식품/가공식품","건어물/김/해초류","쥐포",70020216
70,02,02,17,"식품","신선식품/가공식품","건어물/김/해초류","한치",70020217
70,02,02,18,"식품","신선식품/가공식품","건어물/김/해초류","황태",70020218
70,02,03,01,"식품","신선식품/가공식품","견과","견과 혼합세트",70020301
70,02,03,02,"식품","신선식품/가공식품","견과","기타 견과",70020302
70,02,03,03,"식품","신선식품/가공식품","견과","땅콩",70020303
70,02,03,04,"식품","신선식품/가공식품","견과","마카다미아",70020304
70,02,03,05,"식품","신선식품/가공식품","견과","밤",70020305
70,02,03,06,"식품","신선식품/가공식품","견과","아몬드",70020306
70,02,03,07,"식품","신선식품/가공식품","견과","은행",70020307
70,02,03,08,"식품","신선식품/가공식품","견과","잣",70020308
70,02,03,09,"식품","신선식품/가공식품","견과","캐슈넛",70020309
70,02,03,10,"식품","신선식품/가공식품","견과","피스타치오",70020310
70,02,03,11,"식품","신선식품/가공식품","견과","피칸",70020311
70,02,03,12,"식품","신선식품/가공식품","견과","해바라기씨",70020312
70,02,03,13,"식품","신선식품/가공식품","견과","호두",70020313
70,02,03,14,"식품","신선식품/가공식품","견과","호박씨",70020314
70,02,04,01,"식품","신선식품/가공식품","과일/건과","건과 혼합세트",70020401
70,02,04,02,"식품","신선식품/가공식품","과일/건과","건망고",70020402
70,02,04,03,"식품","신선식품/가공식품","과일/건과","건바나나",70020403
70,02,04,04,"식품","신선식품/가공식품","과일/건과","건자두",70020404
70,02,04,05,"식품","신선식품/가공식품","과일/건과","건포도",70020405
70,02,04,06,"식품","신선식품/가공식품","과일/건과","곶감",70020406
70,02,04,07,"식품","신선식품/가공식품","과일/건과","과일 혼합세트",70020407
70,02,04,08,"식품","신선식품/가공식품","과일/건과","귤",70020408
70,02,04,09,"식품","신선식품/가공식품","과일/건과","기타 건과/말린과일",70020409
70,02,04,10,"식품","신선식품/가공식품","과일/건과","기타 과일",70020410
70,02,04,11,"식품","신선식품/가공식품","과일/건과","사과/배",70020411
70,02,04,12,"식품","신선식품/가공식품","과일/건과","귤/오렌지/한라봉",70020412
70,02,04,13,"식품","신선식품/가공식품","과일/건과","포도",70020413
70,02,04,14,"식품","신선식품/가공식품","과일/건과","토마토",70020414
70,02,04,15,"식품","신선식품/가공식품","과일/건과","바나나",70020415
70,02,04,16,"식품","신선식품/가공식품","과일/건과","메론",70020416
70,02,04,17,"식품","신선식품/가공식품","과일/건과","단감/홍시/곶감",70020417
70,02,04,18,"식품","신선식품/가공식품","과일/건과","레몬/자몽",70020418
70,02,04,19,"식품","신선식품/가공식품","과일/건과","리치/망고",70020419
70,02,04,20,"식품","신선식품/가공식품","과일/건과","석류",70020420
50,01,04,01,"생활/건강","생활/건강/욕실/애완","미싱/미싱용품","미싱",50010401
50,01,04,02,"생활/건강","생활/건강/욕실/애완","미싱/미싱용품","재봉소품",50010402
50,01,05,01,"생활/건강","생활/건강/욕실/애완","방향/탈취/제습용품","방향제/디퓨져",50010501
50,01,05,02,"생활/건강","생활/건강/욕실/애완","방향/탈취/제습용품","섬유탈취제/악취제거",50010502
50,01,05,03,"생활/건강","생활/건강/욕실/애완","방향/탈취/제습용품","제습용품",50010503
50,01,05,04,"생활/건강","생활/건강/욕실/애완","방향/탈취/제습용품","아로마캔들/향초",50010504
50,01,06,01,"생활/건강","생활/건강/욕실/애완","보일러/방한/방풍용품","문풍지/바람막이",50010601
50,01,06,02,"생활/건강","생활/건강/욕실/애완","보일러/방한/방풍용품","방풍비닐/에어캡",50010602
50,01,06,03,"생활/건강","생활/건강/욕실/애완","보일러/방한/방풍용품","보일러",50010603
50,01,06,04,"생활/건강","생활/건강/욕실/애완","보일러/방한/방풍용품","온열방석",50010604
50,01,06,05,"생활/건강","생활/건강/욕실/애완","보일러/방한/방풍용품","핫팩/손난로/방한용품",50010605
50,01,07,01,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","렌탈비데",50010701
50,01,07,02,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","렌탈정수기",50010702
50,01,07,03,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","반신욕조/반신욕기",50010703
50,01,07,04,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","비데",50010704
50,01,07,05,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","연수기/온수기",50010705
50,01,07,06,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","정수기",50010706
50,01,07,07,"생활/건강","생활/건강/욕실/애완","비데/정수기/반신욕","필터류",50010707
50,01,08,01,"생활/건강","생활/건강/욕실/애완","생리대/성인기저귀","면/유기농생리대",50010801
50,01,08,02,"생활/건강","생활/건강/욕실/애완","생리대/성인기저귀","물티슈",50010802
50,01,08,03,"생활/건강","생활/건강/욕실/애완","생리대/성인기저귀","생리대",50010803
50,01,08,04,"생활/건강","생활/건강/욕실/애완","생리대/성인기저귀","성인기저귀",50010804
50,01,08,05,"생활/건강","생활/건강/욕실/애완","생리대/성인기저귀","팬티라이너",50010805
50,01,09,01,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","다용도/메탈 선반",50010901
50,01,09,02,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","벽걸이/흡착선반",50010902
50,01,09,03,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","선반/메탈렉",50010903
50,01,09,04,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","세탁기 선반",50010904
50,01,09,05,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","씽크인 선반",50010905
50,01,09,06,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","욕실선반",50010906
50,01,09,07,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","코너 선반",50010907
50,01,09,08,"생활/건강","생활/건강/욕실/애완","생활/주방/욕실선반","화분 선반",50010908
50,01,10,01,"생활/건강","생활/건강/욕실/애완","생활선물세트","L선물세트",50011001
50,01,10,02,"생활/건강","생활/건강/욕실/애완","생활선물세트","기타 선물세트",50011002
50,01,10,03,"생활/건강","생활/건강/욕실/애완","생활선물세트","A선물세트",50011003
50,01,10,04,"생활/건강","생활/건강/욕실/애완","생활선물세트","E선물세트",50011004
50,01,10,05,"생활/건강","생활/건강/욕실/애완","생활선물세트","U선물세트",50011005
50,01,10,06,"생활/건강","생활/건강/욕실/애완","생활선물세트","P선물세트",50011006
50,01,11,01,"생활/건강","생활/건강/욕실/애완","세정제/세정용품","곰팡이제거제/차단",50011101
50,01,11,02,"생활/건강","생활/건강/욕실/애완","세정제/세정용품","락스/살균/소독제",50011102
50,01,11,03,"생활/건강","생활/건강/욕실/애완","세정제/세정용품","변기/씽크/배수구세정제",50011103
50,01,11,04,"생활/건강","생활/건강/욕실/애완","세정제/세정용품","주방/욕실/다용도세제",50011104
50,01,12,01,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","구급함/반창고",50011201
50,01,12,02,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","돋보기",50011202
50,01,12,03,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","마스크/황사마스크",50011203
50,01,12,04,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","병원/의료용품",50011204
50,01,12,05,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","보호대",50011205
50,01,12,06,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","성인용품",50011206
50,01,12,07,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","실버카/보행기",50011207
50,01,12,08,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","위생용품/위생매트",50011208
50,01,12,09,"생활/건강","생활/건강/욕실/애완","실버/위생/의료용품","지팡이/목발",50011209
50,01,13,01,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","공기압마사지기",50011301
50,01,13,02,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","다리/발 마사지기",50011302
50,01,13,03,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","목/등/어깨 안마기",50011303
50,01,13,04,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","안마의자",50011304
10,02,03,11,"패션/잡화","여성/캐주얼의류","데님/팬츠","스판팬츠",10020311
50,01,13,05,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","안마의자 렌탈샵",50011305
50,01,13,06,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","저주파/적외선/치료기",50011306
50,01,13,07,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","족욕/좌욕/좌훈",50011307
50,01,13,08,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","족탕기/각탕기",50011308
50,01,13,09,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","찜질/뜸질/부항",50011309
50,01,13,10,"생활/건강","생활/건강/욕실/애완","안마의자/안마기/발건강","핸디안마기",50011310
50,01,14,01,"생활/건강","생활/건강/욕실/애완","안전용품","CCTV",50011401
50,01,14,02,"생활/건강","생활/건강/욕실/애완","안전용품","경보기/스프레이/가스통",50011402
50,01,14,03,"생활/건강","생활/건강/욕실/애완","안전용품","금고",50011403
50,01,14,04,"생활/건강","생활/건강/욕실/애완","안전용품","기타용품",50011404
50,01,14,05,"생활/건강","생활/건강/욕실/애완","안전용품","도어락",50011405
50,01,14,06,"생활/건강","생활/건강/욕실/애완","안전용품","소화기/가스안전",50011406
50,01,14,07,"생활/건강","생활/건강/욕실/애완","안전용품","플래쉬/랜턴",50011407
50,01,15,01,"생활/건강","생활/건강/욕실/애완","애완용품","강아지 간식",50011501
50,01,15,02,"생활/건강","생활/건강/욕실/애완","애완용품","강아지 사료",50011502
50,01,15,03,"생활/건강","생활/건강/욕실/애완","애완용품","강아지 위생/미용용품",50011503
50,01,15,04,"생활/건강","생활/건강/욕실/애완","애완용품","강아지 의류/줄/장남감",50011504
50,01,15,05,"생활/건강","생활/건강/욕실/애완","애완용품","강아지집/이동장/식기",50011505
50,01,15,06,"생활/건강","생활/건강/욕실/애완","애완용품","고양이 간식(저키/건어물/기타)",50011506
50,01,15,07,"생활/건강","생활/건강/욕실/애완","애완용품","고양이 간식(캔/파우치)",50011507
50,01,15,08,"생활/건강","생활/건강/욕실/애완","애완용품","고양이 사료",50011508
50,01,15,09,"생활/건강","생활/건강/욕실/애완","애완용품","고양이 악세사리",50011509
50,01,15,10,"생활/건강","생활/건강/욕실/애완","애완용품","기타 애완동물 사료",50011510
50,01,15,11,"생활/건강","생활/건강/욕실/애완","애완용품","모래 패키지",50011511
50,01,15,12,"생활/건강","생활/건강/욕실/애완","애완용품","목욕/위생/미용용품",50011512
50,01,15,13,"생활/건강","생활/건강/욕실/애완","애완용품","반려동물용품_CAT",50011513
50,01,15,14,"생활/건강","생활/건강/욕실/애완","애완용품","반려동물용품_DOG",50011514
50,01,15,15,"생활/건강","생활/건강/욕실/애완","애완용품","변기에 버리는 모래",50011515
50,01,15,16,"생활/건강","생활/건강/욕실/애완","애완용품","응고형 모래(벤토나이트)",50011516
50,01,15,17,"생활/건강","생활/건강/욕실/애완","애완용품","응고형 모래(천연소재)",50011517
50,01,15,18,"생활/건강","생활/건강/욕실/애완","애완용품","캣타워/스크래처/장난감",50011518
50,01,15,19,"생활/건강","생활/건강/욕실/애완","애완용품","화장실/이동장",50011519
50,01,16,01,"생활/건강","생활/건강/욕실/애완","여름자리","대나무자리",50011601
50,01,16,02,"생활/건강","생활/건강/욕실/애완","여름자리","우드자리",50011602
50,01,16,03,"생활/건강","생활/건강/욕실/애완","여름자리","화문석",50011603
50,01,17,01,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","돗자리매트/다용도매트",50011701
50,01,17,02,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","온수매트",50011702
50,01,17,03,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","온열매트/전기요",50011703
50,01,17,04,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","욕실매트",50011704
50,01,17,05,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","카페트",50011705
50,01,17,06,"생활/건강","생활/건강/욕실/애완","온열매트/온수매트","현관/주방/발매트",50011706
50,01,18,01,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","라탄/피크닉바구니",50011801
50,01,18,02,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","부직포정리함",50011802
50,01,18,03,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","선반/메탈랙",50011803
50,01,18,04,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","선풍기/에어컨커버",50011804
50,01,18,05,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","소품정리함/서랍칸막이",50011805
50,01,18,06,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","수납장/서랍장",50011806
50,01,18,07,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","수납함",50011807
50,01,18,08,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","압축팩-의류/이불/여행",50011808
50,01,18,09,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","옷장/신발장",50011809
50,01,18,10,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","장난감/속옷/기저귀정리함",50011810
50,01,18,11,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","정리함/리빙박스",50011811
50,01,18,12,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","종이정리함",50011812
50,01,18,13,"생활/건강","생활/건강/욕실/애완","정리함/수납/압축","플라스틱정리함",50011813
50,01,19,01,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","교자상/커버류",50011901
50,01,19,02,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","병풍",50011902
50,01,19,03,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","예초기",50011903
50,01,19,04,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","제기",50011904
50,01,19,05,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","제기함",50011905
50,01,19,06,"생활/건강","생활/건강/욕실/애완","제수용품/예초기","제사소품",50011906
50,01,20,01,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","매쉬매트/통풍매트",50012001
50,01,20,02,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","방수팩",50012002
50,01,20,03,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","아이스박스/아이스팩",50012003
50,01,20,04,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","쿨매트/쿨방석",50012004
50,01,20,05,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","쿨시트/열차단필름",50012005
50,01,20,06,"생활/건강","생활/건강/욕실/애완","쿨매트/아이스박스","쿨타올/쿨토시",50012006
50,01,21,01,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","논슬립옷걸이",50012101
50,01,21,02,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","바지걸이/도어훅",50012102
50,01,21,03,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","어린이 옷걸이",50012103
50,01,21,04,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","옷걸이",50012104
50,01,21,05,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","옷커버/일반커버",50012105
50,01,21,06,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","프리미엄 드레스룸",50012106
50,01,21,07,"생활/건강","생활/건강/욕실/애완","행거/옷걸이/드레스룸","행거",50012107
50,01,22,01,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","만보계/타이머",50012201
50,01,22,02,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","체온계",50012202
50,01,22,03,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","체중계",50012203
50,01,22,04,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","체지방계",50012204
50,01,22,05,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","혈당측정기",50012205
50,01,22,06,"생활/건강","생활/건강/욕실/애완","혈압/혈당/체중/체온","혈압측정기",50012206
50,01,23,01,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","각티슈",50012301
50,01,23,02,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","점보롤/케이스",50012302
50,01,23,03,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","주방랩/지퍼백",50012303
50,01,23,04,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","키친타올",50012304
50,01,23,05,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","핸드타올",50012305
50,01,23,06,"생활/건강","생활/건강/욕실/애완","화장지/각티슈/주방랩","화장지",50012306
50,02,01,01,"생활/건강","세탁/건조/다리미용품","기타","기타",50020101
50,02,02,01,"생활/건강","세탁/건조/다리미용품","다리미용품","다리미판",50020201
50,02,02,02,"생활/건강","세탁/건조/다리미용품","다리미용품","다림풀/다림천",50020202
50,02,03,01,"생활/건강","세탁/건조/다리미용품","비누/세제류","드럼용세제",50020301
50,02,03,02,"생활/건강","세탁/건조/다리미용품","비누/세제류","섬유유연제",50020302
50,02,03,03,"생활/건강","세탁/건조/다리미용품","비누/세제류","세탁비누",50020303
50,02,03,04,"생활/건강","세탁/건조/다리미용품","비누/세제류","얼룩제거제/표백제",50020304
50,02,03,05,"생활/건강","세탁/건조/다리미용품","비누/세제류","욕실세제",50020305
50,02,03,06,"생활/건강","세탁/건조/다리미용품","비누/세제류","유아용세제",50020306
50,02,03,07,"생활/건강","세탁/건조/다리미용품","비누/세제류","일반세제",50020307
50,02,03,08,"생활/건강","세탁/건조/다리미용품","비누/세제류","주방세제/베이킹소다",50020308
50,02,04,01,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","보풀제거기",50020401
50,02,04,02,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","빨래건조대",50020402
50,02,04,03,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","빨래바구니/수거함",50020403
50,02,04,04,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","빨래판/빨래줄",50020404
50,02,04,05,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","세탁기선반",50020405
50,02,04,06,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","세탁망",50020406
50,02,04,07,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","세탁솥/빨래삶는통",50020407
50,02,04,08,"생활/건강","세탁/건조/다리미용품","세탁/건조용품","세탁잡화",50020408
50,03,01,01,"생활/건강","욕실용품","구강용품/타월/목욕","가글/치약",50030101
50,03,01,02,"생활/건강","욕실용품","구강용품/타월/목욕","구강세정기",50030102
50,03,01,03,"생활/건강","욕실용품","구강용품/타월/목욕","비치/스포츠타월",50030103
50,03,01,04,"생활/건강","욕실용품","구강용품/타월/목욕","샤워가운/목욕가운",50030104
50,03,01,05,"생활/건강","욕실용품","구강용품/타월/목욕","수건/세면타월",50030105
50,03,01,06,"생활/건강","욕실용품","구강용품/타월/목욕","오션타올/때타올",50030106
10,01,08,09,"패션/잡화","남성/캐주얼의류","팬츠/데님","기모팬츠",10010809
50,03,01,07,"생활/건강","욕실용품","구강용품/타월/목욕","치아미백",50030107
50,03,01,08,"생활/건강","욕실용품","구강용품/타월/목욕","칫솔/치실",50030108
50,03,01,09,"생활/건강","욕실용품","구강용품/타월/목욕","칫솔살균기",50030109
50,03,02,01,"생활/건강","욕실용품","목욕/세면용품","기타",50030201
50,03,03,01,"생활/건강","욕실용품","욕실소품/욕실수납","면도기/면도날/폼",50030301
50,03,03,02,"생활/건강","욕실용품","욕실소품/욕실수납","미끄럼방지/욕실타일",50030302
50,03,03,03,"생활/건강","욕실용품","욕실소품/욕실수납","배수구캡/트랩/보수제",50030303
50,03,03,04,"생활/건강","욕실용품","욕실소품/욕실수납","변기커버",50030304
50,03,03,05,"생활/건강","욕실용품","욕실소품/욕실수납","샤워기/샤워헤드/절수",50030305
50,03,03,06,"생활/건강","욕실용품","욕실소품/욕실수납","샤워커튼/액세서리",50030306
50,03,03,07,"생활/건강","욕실용품","욕실소품/욕실수납","샴푸/비누/핸드워시",50030307
50,03,03,08,"생활/건강","욕실용품","욕실소품/욕실수납","세면대",50030308
50,03,03,09,"생활/건강","욕실용품","욕실소품/욕실수납","수도꼭지/수전/코브라",50030309
50,03,03,10,"생활/건강","욕실용품","욕실소품/욕실수납","양변기",50030310
50,03,03,11,"생활/건강","욕실용품","욕실소품/욕실수납","온도계/습도계",50030311
50,03,03,12,"생활/건강","욕실용품","욕실소품/욕실수납","욕실리모델링",50030312
50,03,03,13,"생활/건강","욕실용품","욕실소품/욕실수납","욕실소품/욕실화",50030313
50,03,03,14,"생활/건강","욕실용품","욕실소품/욕실수납","욕실수납/정리",50030314
50,03,03,15,"생활/건강","욕실용품","욕실소품/욕실수납","욕조",50030315
50,04,01,01,"생활/건강","인테리어용품","생활/잡화","거실화/실내화",50040101
50,04,01,02,"생활/건강","인테리어용품","생활/잡화","기타 생활/잡화",50040102
50,04,01,03,"생활/건강","인테리어용품","생활/잡화","대용량/업소용/번들",50040103
50,04,01,04,"생활/건강","인테리어용품","생활/잡화","아이디어 상품",50040104
50,04,01,05,"생활/건강","인테리어용품","생활/잡화","우산/우산꽃이",50040105
50,04,01,06,"생활/건강","인테리어용품","생활/잡화","컵홀더/디스펜서/수거기",50040106
50,04,01,07,"생활/건강","인테리어용품","생활/잡화","핸드카트/쇼핑카트",50040107
50,04,02,01,"생활/건강","인테리어용품","스탠드/조명/전구","거실등/방등",50040201
50,04,02,02,"생활/건강","인테리어용품","스탠드/조명/전구","벽등/인테리어 무드등",50040202
50,04,02,03,"생활/건강","인테리어용품","스탠드/조명/전구","스탠드/학습용스탠드",50040203
50,04,02,04,"생활/건강","인테리어용품","스탠드/조명/전구","욕실/주방조명",50040204
50,04,02,05,"생활/건강","인테리어용품","스탠드/조명/전구","조명/LED전구",50040205
50,04,02,06,"생활/건강","인테리어용품","스탠드/조명/전구","터치등/취침등/어린이조명",50040206
50,04,02,07,"생활/건강","인테리어용품","스탠드/조명/전구","현관/베란다/센서등",50040207
50,04,02,08,"생활/건강","인테리어용품","스탠드/조명/전구","형광등/할로겐/전구",50040208
50,04,03,01,"생활/건강","인테리어용품","인테리어소품","가든/원예/실내정원",50040301
50,04,03,02,"생활/건강","인테리어용품","인테리어소품","기타장식품",50040302
50,04,03,03,"생활/건강","인테리어용품","인테리어소품","달력",50040303
50,04,03,04,"생활/건강","인테리어용품","인테리어소품","분수대 ",50040304
50,04,03,05,"생활/건강","인테리어용품","인테리어소품","수족관",50040305
50,04,03,06,"생활/건강","인테리어용품","인테리어소품","액자 ",50040306
50,04,03,07,"생활/건강","인테리어용품","인테리어소품","인테리어 조명",50040307
50,04,03,08,"생활/건강","인테리어용품","인테리어소품","촛대",50040308
50,04,03,09,"생활/건강","인테리어용품","인테리어소품","크리스마스트리용품",50040309
50,04,03,10,"생활/건강","인테리어용품","인테리어소품","향초/양초/캔들",50040310
50,04,03,11,"생활/건강","인테리어용품","인테리어소품","화병",50040311
50,04,04,01,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","벽시계",50040401
50,04,04,02,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","벽지",50040402
50,04,04,03,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","스티커",50040403
50,04,04,04,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","인테리어 시트",50040404
50,04,04,05,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","장판",50040405
50,04,04,06,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","조립식마루/바닥재",50040406
50,04,04,07,"생활/건강","인테리어용품","장판/시트/벽지/홈데코","탁상시계/알람시계",50040407
50,05,01,01,"생활/건강","청소용품","기타청소용품","기타",50050101
50,05,02,01,"생활/건강","청소용품","청소용품/휴지통","걸레/와이퍼타올",50050201
50,05,02,02,"생활/건강","청소용품","청소용품/휴지통","물호스/릴호스/분사기",50050202
50,05,02,03,"생활/건강","청소용품","청소용품/휴지통","밀대/마대/대걸레",50050203
50,05,02,04,"생활/건강","청소용품","청소용품/휴지통","창문/방충망용청소기",50050204
50,05,02,05,"생활/건강","청소용품","청소용품/휴지통","청소용품/소품",50050205
50,05,02,06,"생활/건강","청소용품","청소용품/휴지통","청소포/패드/티슈",50050206
50,05,02,07,"생활/건강","청소용품","청소용품/휴지통","크리너/블록/스펀지",50050207
50,05,03,01,"생활/건강","청소용품","휴지통/쓰레기통","분리수거쓰레기통",50050301
50,05,03,02,"생활/건강","청소용품","휴지통/쓰레기통","압축쓰레기통",50050302
50,05,03,03,"생활/건강","청소용품","휴지통/쓰레기통","음식물쓰레기통",50050303
50,05,03,04,"생활/건강","청소용품","휴지통/쓰레기통","일반쓰레기통/휴지통",50050304
50,06,01,01,"생활/건강","악기류","악기","관악기",50060101
50,06,01,02,"생활/건강","악기류","악기","국악기",50060102
50,06,01,03,"생활/건강","악기류","악기","기타건반악기",50060103
50,06,01,04,"생활/건강","악기류","악기","기타현악기",50060104
50,06,01,05,"생활/건강","악기류","악기","디지탈피아노",50060105
50,06,01,06,"생활/건강","악기류","악기","바이올린",50060106
50,06,01,07,"생활/건강","악기류","악기","전자키보드",50060107
